Entity_1,Entity_2,Relation,Mode,Evidence_PMID,Evidence_Sents,Confirmation_without_context,Confirmation_with_context
Exendin-4,angiogenesis,pos,direct,28202074,Exendin-4 in combination with adipose-derived stem cells promotes angiogenesis and improves diabetic wound healing.,"True - Exendin-4, a glucagon-like peptide-1 receptor agonist, promotes angiogenesis.",TRUE
selenium,angiogenesis,pos,direct,21633835,"The results of this study demonstrate that selenium, acting as an essential component of the antioxidant system, normalizes the antioxidant status, and as an insulin mimetic compound, downregulates connexin expressions and induces angiogenesis.","Unknown - Selenium is a necessary trace element for various physiological processes, but its specific role in angiogenesis is not well defined.",True: The context supports that selenium promotes angiogenesis.
CCN1 secreted,angiogenesis,pos,direct,36541685,CCN1 secreted by human adipose-derived stem cells enhances wound healing and promotes angiogenesis through activating the AKT signalling pathway.,True - CCN1 (Cellular communication network factor 1) promotes angiogenesis.,TRUE
CCN1 secreted,angiogenesis,pos,direct,36541685,We concluded that CCN1 secreted by hADSCs enhances wound healing and promotes angiogenesis by activating the AKT signalling pathway.,True - CCN1 (Cellular communication network factor 1) promotes angiogenesis.,TRUE
Growth differentiation factor-5,angiogenesis,pos,direct,21590487,BACKGROUND: Growth differentiation factor-5  is a key regulator of skeletogenesis and bone repair and induces bone formation in spinal fusions and nonunion applications by enhancing chondrocytic and osteocytic differentiation and stimulating angiogenesis.,True - Growth differentiation factor-5 (GDF-5) promotes angiogenesis.,TRUE
DFO,angiogenesis,pos,direct,27227768,Endothelial tubule formation assays demonstrate that DFO promoted angiogenesis in human umbilical vein endothelial cells.,"True - Deferoxamine (DFO), an iron chelator, promotes angiogenesis.",TRUE
hydrogel,angiogenesis,pos,direct,36427613,"Moreover, the CAC/PDA/Cu hydrogel can not only realize antibacterial, and anti-inflammatory effects, but also promote angiogenesis to accelerate wound healing in vitro thanks to the composite PDA/Cu coatings.",True - Hydrogel can promote angiogenesis by acting as a scaffold for cells or by delivering angiogenic factors.,TRUE
multifunctional hydrogel,angiogenesis,neg,direct,35882135,In vivo experiments proved that this multifunctional hydrogel facilitated diabetic wound healing by inhibiting local inflammation and promoting angiogenesis.,False - Multifunctional hydrogels are generally designed to promote angiogenesis.,"False: The context supports that the multifunctional hydrogel promotes, not reduces, angiogenesis."
5b,angiogenesis,neg,direct,26979778,KEY FINDINGS: From in vitro data we have demonstrated that 5b played a role in regulation of breast cancer cell proliferation by inhibiting angiogenesis.,"Unknown - Without knowing what ""5b"" refers to, it's not possible to determine its effect on angiogenesis.",True: The context supports that 5b reduces angiogenesis.
hydroxysafflor yellow A  ,angiogenesis,pos,direct,30338719,We previously demonstrated that hydroxysafflor yellow A  could accelerate diabetic wound healing through promoting angiogenesis and reducing inflammatory response.,True - Hydroxysafflor yellow A has been shown to promote angiogenesis.,TRUE
VEGF mimetic,angiogenesis,pos,direct,18583458,"Contrary to our hypothesis, the VEGF mimetic did not significantly increase angiogenesis in the ulcerated stomach.",True - VEGF mimetics promote angiogenesis.,False - The context suggests that the VEGF mimetic did not significantly increase angiogenesis.
CXCL10,angiogenesis,neg,direct,15352216,"To test the hypothesis that CXCL10 inhibits angiogenesis following spinal cord injury, we assayed the brainstems and spinal cords of spinal cord-injured mice treated with anti-CXCL10 antibodies for expression of angiogenesis-associated genes and quantified blood vessels within their spinal cords.","True - CXCL10, a chemokine, has been shown to reduce angiogenesis.","Unknown - The context doesn't make a clear statement about whether CXCL10 inhibits or promotes angiogenesis. It suggests that this was being tested, but doesn't provide the result."
activin B,angiogenesis,pos,direct,28396222,"Moreover, activin B in combination with ADSCs boosted angiogenesis in the wound area.",True - Activin B has been shown to promote angiogenesis.,TRUE
Amino acids,angiogenesis,pos,direct,31421178,Amino acids are not only the mean of protein building units but also support endothelial cells proliferation and trigger angiogenesis during wound healing.,"True - Certain amino acids, under certain conditions, can promote angiogenesis.",TRUE
nicotine,angiogenesis,pos,direct,18844224,"In addition, nicotine can induce angiogenesis and confer resistance to apoptosis.",True - Nicotine has been shown to promote angiogenesis.,TRUE
thalidomide,angiogenesis,neg,direct,16584574,These observations suggest that thalidomide interferes with nitric oxide-induced migration of endothelial cells at the initial phase of angiogenesis before cells co-ordinate themselves to form organized tubes in endothelial cells and thereby inhibits angiogenesis.,True - Thalidomide is well-known for its anti-angiogenic properties.,TRUE
PAQR3,angiogenesis,neg,inferred,35710596,"Therefore, these findings demonstrates that PAQR3 silencing accelerates diabetic wound healing by promoting M2 macrophage polarization and angiogenesis, which is mediated by the inhibition of STUB1-mediated PPARÎ³ protein ubiquitination and degradation.",Unknown - The role of Progestin and AdipoQ Receptor 3 (PAQR3) in reducing angiogenesis is not well established.,"True: The context suggests that PAQR3 silencing (i.e., reduced activity of PAQR3) promotes angiogenesis, which implies that PAQR3 itself reduces angiogenesis."
KCa3.1 blockade,corneal angiogenesis,neg,direct,23482085,We therefore explored the role of the intermediate-conductance Ca-activated K channel  in EGF-induced angiogenesis and tested whether KCa3.1 blockade can suppress EGF-induced corneal angiogenesis.,True - KCa3.1 blockade has been shown to reduce corneal angiogenesis.,"Unknown - The context suggests that KCa3.1 is involved in angiogenesis, but it doesn't clearly state that KCa3.1 blockade reduces corneal angiogenesis."
TRAM-34,corneal angiogenesis,neg,direct,23482085,The inÂ vivo results indicated that TRAM-34 suppresses EGF-induced corneal angiogenesis without affecting EGF-induced corneal wound healing.,"True - TRAM-34, a specific KCa3.1 blocker, reduces corneal angiogenesis.",TRUE
focal adhesion kinase,angiogenesis,pos,inferred,15537495,Overexpression of focal adhesion kinase in vascular endothelial cells promotes angiogenesis in transgenic mice.,True - Focal adhesion kinase (FAK) is known to promote angiogenesis.,TRUE
GA@AgNPs-SA hydrogel,angiogenesis,pos,direct,36806769,"Moreover, an in vivo study demonstrates that the GA@AgNPs-SA hydrogel can effectively decrease the expression of IL-6 and TNF-Î± to alleviate the inflammatory response, and promote angiogenesis by upregulating CD31, Î±-SMA and VEGF expression, thus significantly accelerating the repair of infected wounds.",Unknown - The role of GA@AgNPs-SA hydrogel in promoting angiogenesis is not well established.,True: The context suggests that the GA@AgNPs-SA hydrogel promotes angiogenesis.
gene transfer of vascular endothelial growth factor,angiogenesis,pos,direct,18333801,"Using a porcine full-thickness wound  healing model, we hypothesized that the ex vivo gene transfer of vascular endothelial growth factor -transfected basal keratinocyte  cell suspensions may generate cross-talk and induce matrix formation, angiogenesis, and accelerated healing.",True - Gene transfer of Vascular Endothelial Growth Factor (VEGF) promotes angiogenesis.,TRUE
Trafficking of palmitoylation enzymes,angiogenesis,neg,direct,28589930,"Trafficking of palmitoylation enzymes via Rab27a regulates mVEGFR1 stability, as reduced levels of Rab27a impaired palmitoylation of mVEGFR1, decreased its stability, and elevated blood vessel sprouting and in vivo angiogenesis.",Unknown - The role of trafficking of palmitoylation enzymes in angiogenesis is not well established.,True: The context suggests that trafficking of palmitoylation enzymes reduces angiogenesis.
RAPA treatment,angiogenesis,neg,direct,17524932,"In conclusion, we found that RAPA treatment affected all steps of the wound healing process by decreasing the inflammatory cell number, angiogenesis, and myofibroblast proliferation, so the wound healing process was delayed and consequently the tensile strength of the wound decreased.",True - Rapamycin (RAPA) has been shown to reduce angiogenesis.,TRUE
COX-2,lymphangiogenesis,pos,direct,21577211,"The present study therefore suggests that lymphangiogenesis, together with recurrence of lymph flow after surgical induction of lymphedema, is upregulated by COX-2 possibly via generation of PGs.",True - Cyclooxygenase-2 (COX-2) promotes lymphangiogenesis.,"Unknown - The context indicates that COX-2 possibly upregulates lymphangiogenesis, but the certainty of this effect is not clearly stated."
PMP hydrogels,angiogenesis,pos,direct,35640236,"In addition, PMP hydrogels obviously accelerate skin wound healing by promoting angiogenesis and collagen deposition.",Unknown - The role of PMP hydrogels in promoting angiogenesis is not well established.,True: The context suggests that PMP hydrogels promote angiogenesis.
CM101,angiogenesis,neg,direct,11824380,"In summary, the immunolocalization HP59 in the microvessels of the cutaneous wound bed in control but not in CM101 treated wounds suggests that CM101 inhibits the pathologic inflammatory angiogenesis accompanying the normal granulation processes.","True - CM101, a bacterial polysaccharide, reduces angiogenesis.",TRUE
heparin binding domain of von Willebrand factor,angiogenesis,pos,direct,30975637,The heparin binding domain of von Willebrand factor binds to growth factors and promotes angiogenesis in wound healing.,True - The heparin-binding domain of von Willebrand factor promotes angiogenesis.,TRUE
application of MMC,angiogenesis,neg,direct,22056834,"Topical application of MMC above the concentration of 0.3mg/ml could affect all steps of the wound healing process via inhibiting the angiogenesis and fibroblast proliferation, thus delayed the wound healing after laminectomy.",True - Mitomycin C (MMC) application reduces angiogenesis.,TRUE
CD133 cells,angiogenesis,pos,direct,19342601,"CD133 cells accelerated wound closure as compared with CD133 or vehicle and promoted angiogenesis through stimulation of endothelial cell proliferation, migration, and survival by paracrine effects.","True - CD133+ cells, a type of stem cell, have been shown to promote angiogenesis.",TRUE
Fibrin,endochondral angiogenesis,neg,direct,26214526,"Fibrin is therefore not essential for fracture repair, but inefficient fibrinolysis decreases endochondral angiogenesis and ossification, thereby inhibiting fracture repair.",True - Fibrin has been shown to reduce endochondral angiogenesis.,TRUE
endothelial microRNA-200b,wound angiogenesis,neg,inferred,22499991,Downregulation of endothelial microRNA-200b supports cutaneous wound angiogenesis by desilencing GATA binding protein 2 and vascular endothelial growth factor receptor 2.,True - The microRNA-200b reduces wound angiogenesis.,False - The statement suggests that endothelial microRNA-200b supports wound angiogenesis rather than reducing it.
